experiment_id,dataset,scheme,group,EvidenceRecall@5/50,EvidenceCoverage@5,AllEvidenceHit@5/50,ContextPrecision@5,MRR,queries,generated_subqueries,query_embeddings,cache_hits,cache_misses,actual_embeddings,retrieval_calls,average_candidates,p50_retrieval_latency_ms,p95_retrieval_latency_ms
20260728T100028Z-multisection-ablation,hard_dev,S0,CONSTRAINT_BASED_SELECTION,0.6296296296296297,0.6114564271635186,0.4444444444444444,0.22653998058914512,0.5185185185185186,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S0,SCENARIO_DIAGNOSIS,0.5909090909090909,0.5966567102428884,0.45454545454545453,0.18190295943592497,0.6060606060606061,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S0,HARD_NEGATIVE,0.6888888888888889,0.6779849674092222,0.6,0.18808726371710374,0.4666666666666667,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S0,IMPLEMENTATION_DIFFERENCE,1.0,1.0,1.0,0.17834618148209172,0.75,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S0,VERSION_IMPLEMENTATION_DIFFERENCE,1.0,1.0,1.0,0.20945238452935383,1.0,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S0,MULTI_SECTION,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.17962017657840432,0.3611111111111111,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S0,MULTI_SECTION_REASONING,0.4,0.4,0.2,0.18355128215480102,0.36666666666666664,48,0,48,48,0,0,48,10.0,0.09462499292567372,0.2552499936427921
20260728T100028Z-multisection-ablation,hard_dev,S1,Overall,0.7222222222222222,0.7123347206975571,0.625,0.19724357564496167,0.5274305555555555,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,PARAPHRASE,0.7857142857142857,0.7709532414783323,0.7142857142857143,0.18107520133460112,0.6984126984126984,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,CODE_BEHAVIOR,0.8571428571428571,0.8038277511961722,0.8571428571428571,0.14551871348124065,0.7023809523809524,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
